,encoding_id,value,meaning,showcase_order
71,4,1140851062,fybranta 2g tablet,0
72,4,1140851064,lejfibre 10g biscuits,0
73,4,1140851066,trifyba 250g powder,0
74,4,1140851072,dioctyl 100mg tablet,0
75,4,1140851080,fig,0
76,4,1140851088,senokot 7.5mg tablet,0
77,4,1140851108,paraffin liquid+phenolphthalein suspension,0
78,4,1140851110,phenolphthalein 125mg tablet,0
79,4,1140851112,rhubarb compound mixture,0
80,4,1140851114,rhubarb+soda ammoniated mixture,0
81,4,1140851116,agarol mixture,0
82,4,1140851118,alophen pill,0
83,4,1140851120,kest tablet,0
84,4,1140851122,opobyl pill,0
85,4,1140851126,bismuth subgallate compound suppository bp,0
86,4,1140851128,hamamelis 200mg suppository,0
87,4,1140851130,hamamelis + zinc oxide suppository,0
88,4,1140851132,alcos anal ointment,0
89,4,1140851138,bismodyne ointment,0
90,4,1140851142,lasonil ointment 14g,0
91,4,1140851144,x-prep 1mg/ml liquid,0
92,4,1140851150,laxoberal 5mg/5ml elixir,0
93,4,1140851180,beojex 1.72g suppository,0
94,4,1140851210,cortenema 100mg/60ml enema,0
95,4,1140851218,anacal ointment,0
96,4,1140851224,cotazym capsule,0
97,4,1140851272,anacal suppository,0
98,4,1140851278,betnovate compound suppository,0
99,4,1140851304,chenocedon 250mg capsule,0
100,4,1140851306,dehydrocholic acid,0
101,4,1140851314,acidol-pepsin tablet,0
102,4,1140851332,centyl 2.5mg tablet,0
103,4,1140851336,urizide 5mg tablet,0
104,4,1140851338,enduron 5mg tablet,0
105,4,1140851342,aluzine 20mg tablet,0
106,4,1140851360,brinaldix k tablet,0
107,4,1140851362,esidrex k tablet,0
108,4,1140851364,hygroton k tablet combination pack,0
109,4,1140851368,navidrex-k tablet,0
110,4,1140851400,diuresal 40mg tablet,0
111,4,1140851412,frusetic 40mg tablet,0
112,4,1140851414,frumax 40mg tablet,0
113,4,1140851418,diatensec 50mg tablet,0
114,4,1140851420,laractone 25mg tablet,0
115,4,1140851428,normetic tablet,0
116,4,1140851430,synuretic tablet,0
117,4,1140851432,hypertane-50 tablet,0
118,4,1140851436,vasetic co-amilozide 5/50mg tablet,0
119,4,1140851480,slow-pren 160mg m/r tablet,0
120,4,1140851484,paritane 20mg tablet,0
121,4,1140851492,betadren 5mg tablet,0
122,4,1140851508,spiroprop tablet,0
123,4,1140851522,metoros 95mg tablet,0
124,4,1140851530,quinidine,0
125,4,1140851532,kiditard 250mg m/r capsule,0
126,4,1140851534,quinicardine 200mg tablet,0
127,4,1140851556,bedranol 10mg tablet,0
128,4,1140851576,laracor 20mg tablet,0
129,4,1140851586,reserpine 100micrograms tablet,0
130,4,1140851590,decaserpyl 5mg tablet,0
131,4,1140851594,hypercal 2mg tablet,0
132,4,1140851596,rauwiloid 2mg tablet,0
133,4,1140851598,serpasil 100micrograms tablet,0
134,4,1140851602,abicol tablet,0
135,4,1140851634,hypercal-b tablet,0
136,4,1140851636,seominal tablet,0
137,4,1140851646,natirose tablet,0
138,4,1140851652,isoket 10mg tablet,0
139,4,1140851658,rautrax tablet,0
140,4,1140851660,serpasil-esidrex tablet,0
141,4,1140851666,esbatal 10mg tablet,0
142,4,1140851690,acezide 50mg tablets x56,0
143,4,1140851692,capozide 50mg tablets x28,0
144,4,1140851712,vascardin 10mg tablet,0
145,4,1140851726,cardiacap 30mg m/r capsule,0
146,4,1140851730,calcicard 60mg tablet,0
147,4,1140851736,cyclandelate,0
148,4,1140851738,cyclobral 400mg capsule,0
149,4,1140851742,cyclospasmol 400mg tablet,0
150,4,1140851754,defencin cp 40mg m/r capsule,0
151,4,1140851756,duvadilan 20mg tablet,0
152,4,1140851784,lidoflazine,0
153,4,1140851786,clinium 120mg tablet,0
154,4,1140851790,vasad 5mg capsule,0
155,4,1140851794,calcipine 5mg capsule,0
156,4,1140851798,prenylamine,0
157,4,1140851800,synadrin 60mg tablet,0
158,4,1140851812,gtn 400micrograms spray,0
159,4,1140851818,bamethan sulphate,0
160,4,1140851820,vasculit 12.5mg tablet,0
161,4,1140851826,pernivit tablet,0
162,4,1140851852,oxedrine tartrate,0
163,4,1140851854,sympatol 10% liquid,0
164,4,1140851880,dextrothyroxine sodium,0
165,4,1140851882,choloxin 2mg tablet,0
166,4,1140851906,asmaven 2mg tablet,0
167,4,1140851910,cobutolin 2mg tablet,0
168,4,1140851930,vasyrol 25mg tablet,0
169,4,1140851960,dicynene 250mg tablet,0
170,4,1140852376,fructose powder,0
171,4,1140852748,ruthmol salt subtitute powder,0
172,4,1140852750,selora powder,0
173,4,1140852756,vitamin a,0
174,4,1140852760,"ro-a-vit 50,000iu tablet",0
175,4,1140852766,vitamin a+d capsule,0
176,4,1140852768,halycitrol syrup,0
177,4,1140852772,paxadon 50mg tablet,0
178,4,1140852784,benerva 3mg tablet,0
179,4,1140852836,cacit 500mg effervescent tablet,0
180,4,1140852864,aluzyme tablet,0
181,4,1140852870,lipoflavonoid capsule,0
182,4,1140852872,lipotriad capsule,0
183,4,1140852876,tonivitan syrup,0
184,4,1140852878,wallachol tablet,0
185,4,1140852884,calcimax syrup,0
186,4,1140852886,ce-cobalin syrup,0
187,4,1140852888,concavit capsule,0
188,4,1140852894,dalivit capsule,0
189,4,1140852900,juvel tablet,0
190,4,1140852904,minamino compound syrup,0
191,4,1140852908,multivite pellet,0
192,4,1140852910,orovite tablet,0
193,4,1140852916,polyvite capsule,0
194,4,1140852918,surbex-t tablet,0
195,4,1140852920,tonivitan capsule,0
196,4,1140852922,verdiviton elixir,0
197,4,1140852924,vi-daylin syrup,0
198,4,1140852926,vitavel elixir,0
199,4,1140852932,gentian acid mixture,0
200,4,1140852934,aneurone mixture,0
201,4,1140852946,"calciferol high-str. 10,000units tablet",0
202,4,1140852948,calcium+vitamin d 500units tablet,0
203,4,1140852954,chocovite 15micrograms tablet,0
204,4,1140852956,sterogyl 15mg/1.5ml solution,0
205,4,1140852958,tachyrol 200micrograms tablet,0
206,4,1140852962,ephynal 3mg tablet,0
207,4,1140852970,vita-e 75iu tablet,0
208,4,1140852976,multivitamins,0
209,4,1140852982,allbee with c capsule,0
210,4,1140852984,bc-500 tablet,0
211,4,1140852986,bravit tablet,0
212,4,1140852994,labiton tonic,0
213,4,1140852996,metatone tonic,0
214,4,1140853000,strychnine,0
215,4,1140853012,mobilan 25mg capsule,0
216,4,1140853018,slo-indo 75mg m/r capsule,0
217,4,1140853022,butazolidin 100mg tablet,0
218,4,1140853030,tolectin ds 400mg capsules,0
219,4,1140853054,myocrisin 1mg/0.5ml injection,0
220,4,1140853056,myocrisin 5mg/0.5ml injection,0
221,4,1140853066,choline magnesium trisalicylate,0
222,4,1140853068,trilisate 500mg tablet,0
223,4,1140853072,sodium salicylate,0
224,4,1140853082,ramodar 200mg tablet,0
225,4,1140853090,ibular 200mg tablet,0
226,4,1140853094,ibumetin 200mg tablet,0
227,4,1140853100,paxofen 200mg tablet,0
228,4,1140853108,indoflex 25mg capsule,0
229,4,1140853110,indolar 25mg capsule,0
230,4,1140853122,aloral 100mg tablet,0
231,4,1140853124,aloral 300mg tablet,0
232,4,1140853126,aluline 100mg tablet,0
233,4,1140853128,aluline 300mg tablet,0
234,4,1140853130,hamarin 100mg tablet,0
235,4,1140853138,mestinon 1mg/1ml injection,0
236,4,1140853162,finalgon ointment,0
237,4,1140853180,chloromycetin redidrops 0.5% eye drops 5ml,0
238,4,1140853184,opulets chloramphenicol single-use eye drops 0.5ml,0
239,4,1140853186,chloramphenicol eye drops,0
240,4,1140853188,chloramphenicol 0.5%,0
241,4,1140853196,norflex 100mg tablet,0
242,4,1140853200,bromelains,0
243,4,1140853202,"ananase forte 100,000units tablet",0
244,4,1140853210,"chymoral 50,000au tablet",0
245,4,1140853214,deanase 10mg e/c tablet,0
246,4,1140853224,deoxyribonuclease,0
247,4,1140853234,adrenaline cream,0
248,4,1140853262,soframycin 0.5% eye drops 8ml,0
249,4,1140853270,albucid 2.5% eye ointment,0
250,4,1140853272,albucid 6% eye ointment,0
251,4,1140853274,albucid 10% eye ointment,0
252,4,1140853276,isopto cetamide eye drops,0
253,4,1140853278,minims sulphacetamide single-use eye drops 0.5ml,0
254,4,1140853282,sulphacetamide 10% eye drops,0
255,4,1140853336,ophthalmadine 0.1% eye drops,0
256,4,1140853338,ophthalmadine 0.5% eye ointment,0
257,4,1140853342,sulfomyl 5% eye drops,0
258,4,1140853344,mafee 5% eye drops,0
259,4,1140853370,albucid 20% eye drops,0
260,4,1140853424,opulets atropine single-use eye drops 0.5ml,0
261,4,1140853440,lachesine chloride,0
262,4,1140853448,eumovate 0.1% eye drops 5ml,0
263,4,1140853480,cortucid eye ointment,0
264,4,1140853484,framygen eye ointment,0
265,4,1140853488,neo-cortef eye drops,0
266,4,1140853558,physostigmine+pilocarpine 0.25%+2% eye drops,0
267,4,1140853574,opulets pilocarp-1% del 0.5ml,0
268,4,1140853576,isopto epinal 1% eye drops,0
269,4,1140853596,tosmilen 0.25% eye drops,0
270,4,1140853676,opulets sodium chloride single-use eye drops 0.5ml,0
271,4,1140853678,minims thymoxamine single-use eye drops 0.5ml,0
272,4,1140853684,zincfrin 0.25% eye drops,0
273,4,1140853710,minims amethocaine hcl 0.5% single-use eye drops 0.5ml,0
274,4,1140853776,clioquinol 1% ear drops,0
275,4,1140853790,ototrips ear drops,0
276,4,1140853854,gentamicin+hydrocortisone acetate 0.3%/1% ear drops,0
277,4,1140853862,neo-cortef ear drops 5ml,0
278,4,1140853910,soframycin nebuliser solution,0
279,4,1140853970,iliadin mini 0.05% nose drops,0
280,4,1140853972,iliadin mini paediatric 0.025% nose drops,0
281,4,1140853978,oxymetazoline 500micrograms/ml nasal spray,0
282,4,1140853984,neophryn 0.25% nose drops,0
283,4,1140853986,neophryn 0.5% nasal spray,0
284,4,1140853994,xylometazoline 0.1% nose drops,0
285,4,1140854000,hayphryn nasal spray,0
286,4,1140854002,otrivine-antistin nose drops,0
287,4,1140854008,argotone nose drops,0
288,4,1140854010,argotone nasal spray,0
289,4,1140854030,pimafucin 2.5% suspension 20ml,0
290,4,1140854076,macrogol ointment,0
291,4,1140854112,merocaine lozenge,0
292,4,1140854138,chloraseptic throat spray 100ml,0
293,4,1140854150,wool fat hydrous ointment,0
294,4,1140854222,titanium dioxide 20% paste,0
295,4,1140854254,dermacare cream 100ml,0
296,4,1140854256,dermacare lotion 75ml,0
297,4,1140854258,dermacare lotion 200ml,0
298,4,1140854260,dermacare lotion 500ml,0
299,4,1140854432,cortacream 1% band,0
300,4,1140854480,dome-cort 0.125% cream,0
301,4,1140854544,hydroderm ointment,0
302,4,1140854546,nybadex ointment,0
303,4,1140854688,desonide,0
304,4,1140854694,tridesilon 0.05% ointment,0
305,4,1140854700,desoxymethasone,0
306,4,1140854784,temetex 0.1% cream,0
307,4,1140854788,temetex 0.1% ointment,0
308,4,1140854816,fluocinonide,0
309,4,1140854834,fluocortolone,0
310,4,1140854888,synandone 0.01% cream,0
311,4,1140854916,flurandrenolone,0
312,4,1140854942,silderm cream,0
313,4,1140854990,halcinonide,0
314,4,1140855092,etretinate,0
315,4,1140855094,tigason 10mg capsule,0
316,4,1140855134,bufexamac product,0
317,4,1140855140,bufexamac 5% cream,0
318,4,1140855150,antraderm mild 0.5% waxstick,0
319,4,1140855190,resorcinol + sulphur paste,0
320,4,1140855192,dome-acne cream,0
321,4,1140855194,dome-acne lotion,0
322,4,1140855196,dome-acne application,0
323,4,1140855254,benzagel 5% gel,0
324,4,1140855298,salbulin 2mg tablet,0
325,4,1140855302,salbulin 2mg/2ml liquid,0
326,4,1140855304,salbuvent 2mg tablet,0
327,4,1140855308,salbuvent 2mg/5ml syrup,0
328,4,1140855320,isoetharine hydrochloride,0
329,4,1140855322,numotac 10mg m/r tablet,0
330,4,1140855328,aleudrin 20mg tablet,0
331,4,1140855330,aleudrin 1% spray for nebuliser,0
332,4,1140855332,iso-autohaler 80micrograms inhaler,0
333,4,1140855358,theodrox tablet,0
334,4,1140855360,sabidal sr-270 424mg m/r tablet,0
335,4,1140855366,pro-vent 300mg m/r capsule,0
336,4,1140855372,asmaven 100micrograms inhaler,0
337,4,1140855374,cobutolin 100micrograms inhaler,0
338,4,1140855376,aerolin-400 100micrograms inhaler,0
339,4,1140855380,salbuvent 100micrograms inhaler,0
340,4,1140855384,salbuvent 5mg/ml respirator solution,0
341,4,1140855390,monovent 5mg tablet,0
342,4,1140855400,bronchodil 20mg tablet,0
343,4,1140855424,theograd 350mg m/r tablet,0
344,4,1140855426,biophylline 350mg m/r tablet,0
345,4,1140855442,adrenaline+atropine compound spray,0
346,4,1140855466,bextasol 100micrograms inhaler,0
347,4,1140855496,alupent expectorant 20mg tablet,0
348,4,1140855500,asma-vydrin spray,0
349,4,1140855504,bricanyl compound tablet,0
350,4,1140855506,bricanyl expectorant elixir,0
351,4,1140855508,bronchilator inhaler,0
352,4,1140855518,cam mixture,0
353,4,1140855520,duo-autohaler inhaler,0
354,4,1140855524,iso-brovon pressurised inhaler,0
355,4,1140855528,medihaler duo inhaler,0
356,4,1140855530,nethaprin dospan m/r tablet,0
357,4,1140855534,rybar no-1 inhaler,0
358,4,1140855536,rybar no-2 inhaler,0
359,4,1140855538,taumasthman tablet,0
360,4,1140855540,tedral tablet,0
361,4,1140855542,tedral elixir,0
362,4,1140855556,alunex 4mg tablet,0
363,4,1140855562,benadryl 25mg capsule,0
364,4,1140855568,histryl spansule 5mg m/r capsule,0
365,4,1140855624,lergoban 5mg m/r tablet,0
366,4,1140855642,anthisan 50mg tablet,0
367,4,1140855650,actidil 2.5mg tablet,0
368,4,1140855694,oxygen gas,0
369,4,1140855698,tyloxapol,0
370,4,1140855700,squill opiate pastille,0
371,4,1140855704,copholcoids pastille,0
372,4,1140855706,davenol linctus,0
373,4,1140855708,extil compound linctus,0
374,4,1140855710,lotussin linctus,0
375,4,1140855714,nethaprin expectorant syrup,0
376,4,1140855716,noradran syrup,0
377,4,1140855718,organidin 60mg/5ml elixir,0
378,4,1140855720,pavacol-d mixture,0
379,4,1140855722,phenergan comp expect linctus,0
380,4,1140855724,pholcomed linctus,0
381,4,1140855726,pholcomed pastille,0
382,4,1140855728,pholcomed-d linctus,0
383,4,1140855736,pholtex mixture,0
384,4,1140855738,rubelix elixir,0
385,4,1140855740,tercoda elixir,0
386,4,1140855742,tercolix elixir,0
387,4,1140855748,benylin decongestant syrup,0
388,4,1140855752,alevaire 1.25mg/ml solution,0
389,4,1140855758,bromhexine hydrochloride,0
390,4,1140855760,bisolvon 8mg tablet,0
391,4,1140855776,mucolex 375mg tablet,0
392,4,1140855780,dextromethorphan hydrobromide,0
393,4,1140855782,cosylan 13.5mg/5ml syrup,0
394,4,1140855792,dimyril 40mg/5ml linctus,0
395,4,1140855796,noscapine,0
396,4,1140855800,dia-tuss 10mg/5ml syrup,0
397,4,1140855802,ammonium chloride+morphine mixture,0
398,4,1140855808,triogesic elixir,0
399,4,1140855810,triominic syrup,0
400,4,1140855816,congesteze 120mg/1mg tablet,0
401,4,1140855824,dichloralphenazone,0
402,4,1140855832,atensine 2mg tablet,0
403,4,1140855838,evacalm 2mg tablet,0
404,4,1140855842,solis 2mg capsule,0
405,4,1140855856,valium 10mg suppository,0
406,4,1140855860,ketazolam,0
407,4,1140855862,anxon 15mg capsule,0
408,4,1140855870,almazine 1mg tablet,0
409,4,1140855878,tenavoid tablet,0
410,4,1140855886,paxane 15mg capsule,0
411,4,1140855890,dormonoct 1mg tablet,0
412,4,1140855892,noctamid 500micrograms tablet,0
413,4,1140855896,nitrados 5mg tablet,0
414,4,1140855898,noctesed 5mg tablet,0
415,4,1140855900,somnite 5mg tablet,0
416,4,1140855902,surem 5mg capsule,0
417,4,1140855904,unisomnia 5mg tablet,0
418,4,1140855914,triazolam,0
419,4,1140855920,halcion 125micrograms tablet,0
420,4,1140855930,alupram 2mg tablet,0
421,4,1140855938,oxanid 10mg tablet,0
422,4,1140855944,prazepam,0
423,4,1140855946,centrax 10mg tablet,0
424,4,1140855960,fortunan 500micrograms tablet,0
425,4,1140855976,veractil 25mg tablet,0
426,4,1140855978,integrin 10mg capsule,0
427,4,1140856004,moditen enanthate 25mg/ml injection,0
428,4,1140856008,amytal 15mg tablet,0
429,4,1140856016,phanodorm 200mg tablet,0
430,4,1140856018,sodium amytal 60mg tablet,0
431,4,1140856040,methyprylone,0
432,4,1140856042,noludar 200mg tablet,0
433,4,1140856046,dozine 25mg/5ml syrup,0
434,4,1140856052,chlorprothixene,0
435,4,1140856054,taractan 15mg tablet,0
436,4,1140856074,butriptyline,0
437,4,1140856076,evadyne 25mg tablet,0
438,4,1140856092,pacitron 500mg tablet,0
439,4,1140856108,villescon tablet,0
440,4,1140856114,durophet 7.5mg m/r capsule,0
441,4,1140856130,nilstim 400mg tablet,0
442,4,1140856144,praminil 10mg tablet,0
443,4,1140856174,iproniazid,0
444,4,1140856176,marsilid 25mg tablet,0
445,4,1140856186,limbitrol 10 capsule,0
446,4,1140856192,prefil 80% granules,0
447,4,1140856198,teronac 2mg tablet,0
448,4,1140856212,paynocil 600mg tablet,0
449,4,1140856214,solprin 300mg dispersible tablet,0
450,4,1140856220,levius 500mg m/r tablet,0
451,4,1140856224,palaprin forte 600mg tablet,0
452,4,1140856234,calpol six plus 250mg/5ml suspension,0
453,4,1140856238,panadol 500mg capsule,0
454,4,1140856240,panadol 500mg tablet,0
455,4,1140856242,panadol 500mg soluble tablet,0
456,4,1140856244,panasorb 500mg tablet,0
457,4,1140856246,salzone 120mg/5ml syrup,0
458,4,1140856248,panaleve 120mg/5ml elixir,0
459,4,1140856268,meclozine hydrochloride,0
460,4,1140856270,ancoloxin tablet,0
461,4,1140856274,metox 10mg tablet,0
462,4,1140856276,metramid 10mg tablet,0
463,4,1140856296,thiethylperazine,0
464,4,1140856298,torecan 6.33mg tablet,0
465,4,1140856310,aspergum 227mg chewing gum,0
466,4,1140856312,claradin 300mg tablet,0
467,4,1140856314,laboprin 300mg tablet,0
468,4,1140856332,antoin dispersible tablet,0
469,4,1140856334,cafadol tablet,0
470,4,1140856336,codis dispersible tablet,0
471,4,1140856338,delimon tablet,0
472,4,1140856340,solpadeine forte dispersible tablet,0
473,4,1140856342,syndol tablet,0
474,4,1140856344,trancoprin tablet,0
475,4,1140856346,unigesic capsule,0
476,4,1140856348,veganin tablet,0
477,4,1140856354,opium 10mg/ml tincture,0
478,4,1140856356,duromorph 64mg/1ml m/r injection,0
479,4,1140856358,nepenthe 8.4mg/ml elixir,0
480,4,1140856360,nepenthe 4.2mg/0.5ml injection,0
481,4,1140856386,temgesic 600micrograms/2ml injection,0
482,4,1140856390,palfium 5mg/1ml injection,0
483,4,1140856392,femerital tablet,0
484,4,1140856394,hypon tablet,0
485,4,1140856396,formulix 12mg/5ml elixir,0
486,4,1140856398,calpol extra tablet,0
487,4,1140856402,medised tablet,0
488,4,1140856404,medised original suspension,0
489,4,1140856406,medocodeine tablet,0
490,4,1140856408,myolgin dispersible tablet,0
491,4,1140856410,neurodyne capsule,0
492,4,1140856412,norgesic tablet,0
493,4,1140856414,paedo-sed syrup,0
494,4,1140856416,panadeine tablet,0
495,4,1140856418,panadeine forte tablet,0
496,4,1140856420,panadeine soluble tablet,0
497,4,1140856422,paradeine tablet,0
498,4,1140856424,parahypon tablet,0
499,4,1140856426,parake tablet,0
500,4,1140856428,paramol 10/500mg tablet,0
501,4,1140856430,pardale tablet,0
502,4,1140856432,paxalgesic tablet,0
503,4,1140856434,pharmidone tablet,0
504,4,1140856436,propain tablet,0
505,4,1140856438,safapryn tablet,0
506,4,1140856440,safapryn-co tablet,0
507,4,1140856442,solpadeine soluble effervescent tablet,0
508,4,1140856448,palfium 10mg/1ml injection,0
509,4,1140856454,df118 30mg tablet,0
510,4,1140856456,df118 10mg/5ml elixir,0
511,4,1140856458,df118 50mg/1ml injection,0
512,4,1140856462,dromoran 1.5mg tablet,0
513,4,1140856464,dromoran [cns] 2mg/1ml injection,0
514,4,1140856468,beclamide,0
515,4,1140856470,nydrane 500mg tablet,0
516,4,1140856484,luminal 15mg tablet,0
517,4,1140856506,stesolid 5mg/2.5ml rectal solution,0
518,4,1140856532,pethilorfan 50mg/1ml injection,0
519,4,1140856542,dihydroergotamine mesylate,0
520,4,1140856544,dihydergot 1mg tablet,0
521,4,1140856568,acetazolamide [ep] 250mg tablets,0
522,4,1140856586,mantadine 100mg capsule,0
523,4,1140856602,benethamine penicillin,0
524,4,1140856604,triplopen injection,0
525,4,1140856606,benzathine penicillin,0
526,4,1140856608,penidural 229mg/5ml suspension,0
527,4,1140856610,penidural 115mg/ml paediatric drops,0
528,4,1140856612,penidural-la 2.29g/10ml injection,0
529,4,1140856618,phenethicillin,0
530,4,1140856620,broxil 250mg capsule,0
531,4,1140856622,broxil 125mg/5ml syrup,0
532,4,1140856636,distaquaine v-k 125mg tablet,0
533,4,1140856638,distaquaine v-k 62.5mg/5ml syrup,0
534,4,1140856640,distaquaine v-k 125mg/5ml syrup,0
535,4,1140856642,distaquaine 250mg/5ml syrup,0
536,4,1140856644,econocil vk 250mg capsule,0
537,4,1140856646,econocil vk 125mg tablet,0
538,4,1140856664,bentex 2mg tablet,0
539,4,1140856670,disipal 40mg/2ml injection,0
540,4,1140856690,crystapen 300mg injection,0
541,4,1140856692,crystapen 3g injection,0
542,4,1140856694,crystapen 6g injection,0
543,4,1140856696,crystapen 12mg intrathecal injection,0
544,4,1140856704,econocil vk 250mg tablet,0
545,4,1140856706,stabillin v-k 62.5mg/5ml syrup,0
546,4,1140856708,v-cil-k 250mg capsule,0
547,4,1140856710,v-cil-k 125mg tablet,0
548,4,1140856712,v-cil-k 250mg tablet,0
549,4,1140856714,v-cil-k paediatric 62.5mg/5ml syrup,0
550,4,1140856716,v-cil-k paediatric 125mg/5ml syrup,0
551,4,1140856718,v-cil-k 250mg/5ml syrup,0
552,4,1140856722,depocillin 3g injection,0
553,4,1140856724,ampilar 125mg/5ml syrup,0
554,4,1140856726,ampilar 250mg/5ml syrup,0
555,4,1140856728,britcin 250mg capsule,0
556,4,1140856730,britcin 500mg capsule,0
557,4,1140856732,penbritin 125mg tablet,0
558,4,1140856734,vidopen 125mg/5ml syrup,0
559,4,1140856736,vidopen 250mg/5ml syrup,0
560,4,1140856740,dicapen 750mg injection,0
561,4,1140856742,dicapen 1.5g injection,0
562,4,1140856744,dicapen 3g injection,0
563,4,1140856746,unasyn 750mg/10ml injection,0
564,4,1140856748,unasyn 375mg tablet,0
565,4,1140856750,sultamicillin 375mg tablet,0
566,4,1140856752,sulbactam ampicillin 750mg injection,0
567,4,1140856754,ciclacillin,0
568,4,1140856756,calthor 250mg tablet,0
569,4,1140856758,calthor 500mg tablet,0
570,4,1140856760,calthor 125mg/5ml suspension,0
571,4,1140856762,calthor 250mg/5ml suspension,0
572,4,1140856772,mezlocillin,0
573,4,1140856774,baypen 500mg injection,0
574,4,1140856778,orbenin 125mg/5ml syrup,0
575,4,1140856780,orbenin 1g injection,0
576,4,1140856784,staphlipen 250mg capsule,0
577,4,1140856786,staphlipen 500mg capsule,0
578,4,1140856788,staphlipen 250mg injection,0
579,4,1140856790,staphlipen 500mg injection (pdr for recon),0
580,4,1140856792,staphlipen 1g injection,0
581,4,1140856796,celbenin 1g injection,0
582,4,1140856802,temopen 500mg injection (pdr for recon),0
583,4,1140856804,amoxidin 250mg capsule,0
584,4,1140856806,amoxidin 500mg capsule,0
585,4,1140856808,amoxil 125mg/5ml syrup,0
586,4,1140856812,almodan 250mg injection,0
587,4,1140856814,almodan 500mg injection,0
588,4,1140856820,amfipen 250mg injection,0
589,4,1140856822,amfipen 500mg injection,0
590,4,1140856824,ampilar 250mg capsule,0
591,4,1140856826,ampilar 500mg capsule,0
592,4,1140856832,baypen 1g injection,0
593,4,1140856834,baypen 2g injection,0
594,4,1140856836,baypen 5g infusion,0
595,4,1140856838,baypen 5g injection,0
596,4,1140856858,keflex-c 125mg chewable tablet,0
597,4,1140856860,keflex-c 250mg chewable tablet,0
598,4,1140856862,cephalothin,0
599,4,1140856864,keflin 1g injection,0
600,4,1140856868,kefadol 500mg injection,0
601,4,1140856870,kefadol 2g injection,0
602,4,1140856878,moxalactam 500mg injection,0
603,4,1140856880,moxalactam 1g injection,0
604,4,1140856882,moxalactam 2g injection,0
605,4,1140856890,azactam 2g infusion,0
606,4,1140856898,achromycin 25g powder,0
607,4,1140856900,achromycin v 250mg capsule,0
608,4,1140856902,achromycin v 125mg/5ml syrup,0
609,4,1140856904,pondocillin 175mg/sachet granules,0
610,4,1140856906,miraxid paediatric sachet,0
611,4,1140856908,pondocillin plus tablet,0
612,4,1140856916,talpen 250mg tablet,0
